timestamp,asin,name,title,price,currency
2026-08-01T14:41:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,1999.0,MXN
2026-08-01T14:44:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",2199.0,MXN
2026-08-02T14:34:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,1999.0,MXN
2026-08-02T14:26:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",2199.0,MXN
2026-08-03T14:14:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,2184.0,MXN
2026-08-03T14:28:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",2199.0,MXN
2026-08-04T14:37:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,2184.0,MXN
2026-08-04T14:17:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",2199.0,MXN
2026-08-05T14:51:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,2184.0,MXN
2026-08-05T14:55:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",2199.0,MXN
2026-08-06T14:00:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,2184.0,MXN
2026-08-06T14:48:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",2199.0,MXN
2026-08-07T14:51:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,2184.0,MXN
2026-08-07T14:10:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",2199.0,MXN
2026-08-08T14:44:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,2184.0,MXN
2026-08-08T14:27:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",2199.0,MXN
2026-08-09T14:21:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,2184.0,MXN
2026-08-09T14:17:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",2199.0,MXN
2026-08-10T14:09:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,2184.0,MXN
2026-08-10T14:13:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",2199.0,MXN
2026-08-11T14:48:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,2184.0,MXN
2026-08-11T14:21:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",1989.0,MXN
2026-08-12T14:06:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,2184.0,MXN
2026-08-12T14:05:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",1989.0,MXN
2026-08-13T14:24:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,2184.0,MXN
2026-08-13T14:06:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",1989.0,MXN
2026-08-14T14:22:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,1899.0,MXN
2026-08-14T14:54:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",1989.0,MXN
2026-08-15T14:22:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,1899.0,MXN
2026-08-15T14:38:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",1989.0,MXN
2026-08-16T14:16:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,1899.0,MXN
2026-08-16T14:51:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",1989.0,MXN
2026-08-17T14:02:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,1899.0,MXN
2026-08-17T14:46:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",1989.0,MXN
2026-08-18T14:29:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,2099.0,MXN
2026-08-18T14:34:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",1989.0,MXN
2026-08-19T14:07:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,2099.0,MXN
2026-08-19T14:59:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",1989.0,MXN
2026-08-20T14:24:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,2099.0,MXN
2026-08-20T14:05:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",1989.0,MXN
2026-08-21T14:35:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,2099.0,MXN
2026-08-21T14:18:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",1989.0,MXN
2026-08-22T14:53:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,2099.0,MXN
2026-08-22T14:40:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",1989.0,MXN
2026-08-23T14:39:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,2099.0,MXN
2026-08-23T14:56:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",1989.0,MXN
2026-08-24T14:55:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,2099.0,MXN
2026-08-24T14:23:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",1989.0,MXN
2026-08-25T14:36:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,2099.0,MXN
2026-08-25T14:12:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",2050.0,MXN
2026-08-26T14:45:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,2099.0,MXN
2026-08-26T14:04:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",2050.0,MXN
2026-08-27T14:02:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,2099.0,MXN
2026-08-27T14:42:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",2050.0,MXN
2026-08-28T14:14:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,2099.0,MXN
2026-08-28T14:49:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",2050.0,MXN
2026-08-29T14:18:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,2099.0,MXN
2026-08-29T14:05:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",2050.0,MXN
2026-08-30T14:54:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,2099.0,MXN
2026-08-30T14:14:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",2050.0,MXN
2026-08-31T14:55:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,2049.0,MXN
2026-08-31T14:06:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",2050.0,MXN
2026-09-01T14:24:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,2049.0,MXN
2026-09-01T14:17:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",2050.0,MXN
2026-09-02T14:29:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,2049.0,MXN
2026-09-02T14:40:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",2050.0,MXN
2026-09-03T14:53:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,2049.0,MXN
2026-09-03T14:23:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",1969.0,MXN
2026-09-04T14:10:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,2049.0,MXN
2026-09-04T14:23:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",1969.0,MXN
2026-09-05T14:22:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,2049.0,MXN
2026-09-05T14:13:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",1969.0,MXN
2026-09-06T14:42:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,2049.0,MXN
2026-09-06T14:17:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",1969.0,MXN
2026-09-07T14:44:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,2049.0,MXN
2026-09-07T14:59:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",1969.0,MXN
2026-09-08T14:43:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,1949.0,MXN
2026-09-08T14:41:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",1969.0,MXN
2026-09-09T14:04:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,1949.0,MXN
2026-09-09T14:38:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",1969.0,MXN
2026-09-10T14:40:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,1949.0,MXN
2026-09-10T14:10:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",1969.0,MXN
2026-09-11T14:34:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,1949.0,MXN
2026-09-11T14:46:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",1969.0,MXN
2026-09-12T14:15:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,1949.0,MXN
2026-09-12T14:10:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",1969.0,MXN
2026-09-13T14:29:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,1949.0,MXN
2026-09-13T14:24:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",1969.0,MXN
2026-09-14T14:17:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,1949.0,MXN
2026-09-14T14:59:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",1969.0,MXN
2026-09-15T14:40:00+00:00,B0CM49Z6SN,Karcher K2 Pressure Washer,Kärcher Hidrolavadora Eléctrica K2 Compact,1949.0,MXN
2026-09-15T14:44:00+00:00,B0BNW5RQN6,Truper Orbital Polisher,"Truper PULA-6A, Pulidora doble acción 6 pulgadas",1969.0,MXN
